effect_id,study_id,paper_doi,paper_title,citation,publication_year,experiment_year,country,location,latitude,longitude,broad_climate,koppen_climate,crop_as_reported,crop_core,season,residue_as_reported,pathway,outcome,outcome_unit,treatment_arm,control_arm,treatment_mean,control_mean,treatment_sd,control_sd,treatment_n,control_n,lnrr,variance_lnrr,percent_change,shared_control_group,source_locator,variance_provenance,analysis_tier,source_analysis_tier,tier_reconciliation,formal_decision,variance_origin_status,independence_resolution,sensitivity_note,quality_flags,system_boundary,gwp_version,soc_measure,soil_depth,water_regime,nitrogen_rate,extraction_method
du_dingxi_2016_2022_2021_MN_yield,du_dingxi_2016_2022,10.3390/agronomy14092087,Reducing Nitrogen Application Rates and Straw Mulching Can Alleviate Greenhouse Gas Emissions from Wheat Field Soil and Improve Soil Quality,,2024,2021,China,"Anjiapo Village, Dingxi, Gansu",,,temperate semi-arid,,,wheat,spring wheat,previous-crop wheat straw incorporated at first plough,direct_return,yield,kg ha-1,CTS-MN,CT-MN,1847.67,1753.33,46.003269449,19.7315227998,3,3,0.0524085489061,0.000248852204573,5.38061859433,du_2021_MN_CT,Table 3,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_MATCHED_N_STRAW_INCORPORATION_VS_NO_STRAW,documented_or_reconstructed,"One 2016-established split-plot trial; cluster 2021/2022 years, N strata and yield/SOC/GWP/GHGI outcomes by study_id",,source_coordinates_malformed,crop harvest,,,,rain-fed,110 kg N ha-1,numeric table transcription
du_dingxi_2016_2022_2021_HN_yield,du_dingxi_2016_2022,10.3390/agronomy14092087,Reducing Nitrogen Application Rates and Straw Mulching Can Alleviate Greenhouse Gas Emissions from Wheat Field Soil and Improve Soil Quality,,2024,2021,China,"Anjiapo Village, Dingxi, Gansu",,,temperate semi-arid,,,wheat,spring wheat,previous-crop wheat straw incorporated at first plough,direct_return,yield,kg ha-1,CTS-HN,CT-HN,1696,1564.33,42.142528199,35.4446877261,3,3,0.080814920061,0.000376940102115,8.41702198385,du_2021_HN_CT,Table 3,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_MATCHED_N_STRAW_INCORPORATION_VS_NO_STRAW,documented_or_reconstructed,"One 2016-established split-plot trial; cluster 2021/2022 years, N strata and yield/SOC/GWP/GHGI outcomes by study_id",,source_coordinates_malformed,crop harvest,,,,rain-fed,220 kg N ha-1,numeric table transcription
du_dingxi_2016_2022_2022_LN_yield,du_dingxi_2016_2022,10.3390/agronomy14092087,Reducing Nitrogen Application Rates and Straw Mulching Can Alleviate Greenhouse Gas Emissions from Wheat Field Soil and Improve Soil Quality,,2024,2022,China,"Anjiapo Village, Dingxi, Gansu",,,temperate semi-arid,,,wheat,spring wheat,previous-crop wheat straw incorporated at first plough,direct_return,yield,kg ha-1,CTS-LN,CT-LN,1218,1087.33,86.8103864754,38.0704767504,3,3,0.113485019366,0.00210190744772,12.0175107833,du_2022_LN_CT,Table 3,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_MATCHED_N_STRAW_INCORPORATION_VS_NO_STRAW,documented_or_reconstructed,"One 2016-established split-plot trial; cluster 2021/2022 years, N strata and yield/SOC/GWP/GHGI outcomes by study_id",,source_coordinates_malformed,crop harvest,,,,rain-fed,55 kg N ha-1,numeric table transcription
du_dingxi_2016_2022_2022_MN_yield,du_dingxi_2016_2022,10.3390/agronomy14092087,Reducing Nitrogen Application Rates and Straw Mulching Can Alleviate Greenhouse Gas Emissions from Wheat Field Soil and Improve Soil Quality,,2024,2022,China,"Anjiapo Village, Dingxi, Gansu",,,temperate semi-arid,,,wheat,spring wheat,previous-crop wheat straw incorporated at first plough,direct_return,yield,kg ha-1,CTS-MN,CT-MN,1429.67,1368.67,46.003269449,52.8136932244,3,3,0.0436041830238,0.000841465790347,4.4568814981,du_2022_MN_CT,Table 3,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_MATCHED_N_STRAW_INCORPORATION_VS_NO_STRAW,documented_or_reconstructed,"One 2016-established split-plot trial; cluster 2021/2022 years, N strata and yield/SOC/GWP/GHGI outcomes by study_id",,source_coordinates_malformed,crop harvest,,,,rain-fed,110 kg N ha-1,numeric table transcription
du_dingxi_2016_2022_2022_HN_yield,du_dingxi_2016_2022,10.3390/agronomy14092087,Reducing Nitrogen Application Rates and Straw Mulching Can Alleviate Greenhouse Gas Emissions from Wheat Field Soil and Improve Soil Quality,,2024,2022,China,"Anjiapo Village, Dingxi, Gansu",,,temperate semi-arid,,,wheat,spring wheat,previous-crop wheat straw incorporated at first plough,direct_return,yield,kg ha-1,CTS-HN,CT-HN,1211.33,1213,33.3073370295,78.8862540307,3,3,-0.00137770044849,0.00166182667825,-0.137675185491,du_2022_HN_CT,Table 3,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_MATCHED_N_STRAW_INCORPORATION_VS_NO_STRAW,documented_or_reconstructed,"One 2016-established split-plot trial; cluster 2021/2022 years, N strata and yield/SOC/GWP/GHGI outcomes by study_id",,source_coordinates_malformed,crop harvest,,,,rain-fed,220 kg N ha-1,numeric table transcription
du_dingxi_2016_2022_2021_LN_SOC,du_dingxi_2016_2022,10.3390/agronomy14092087,Reducing Nitrogen Application Rates and Straw Mulching Can Alleviate Greenhouse Gas Emissions from Wheat Field Soil and Improve Soil Quality,,2024,2021,China,"Anjiapo Village, Dingxi, Gansu",,,temperate semi-arid,,,wheat,spring wheat,previous-crop wheat straw incorporated at first plough,direct_return,SOC,g kg-1,CTS-LN,CT-LN,6,5.79,0.356802466359,0.124707658145,3,3,0.0356271776432,0.00133341280154,3.62694300518,du_2021_LN_CT,Table 2,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_MATCHED_N_STRAW_INCORPORATION_VS_NO_STRAW,documented_or_reconstructed,"One 2016-established split-plot trial; cluster 2021/2022 years, N strata and yield/SOC/GWP/GHGI outcomes by study_id",,source_coordinates_malformed,0-10 cm soil sample,,SOC concentration,0-10 cm,rain-fed,55 kg N ha-1,numeric table transcription
du_dingxi_2016_2022_2021_MN_SOC,du_dingxi_2016_2022,10.3390/agronomy14092087,Reducing Nitrogen Application Rates and Straw Mulching Can Alleviate Greenhouse Gas Emissions from Wheat Field Soil and Improve Soil Quality,,2024,2021,China,"Anjiapo Village, Dingxi, Gansu",,,temperate semi-arid,,,wheat,spring wheat,previous-crop wheat straw incorporated at first plough,direct_return,SOC,g kg-1,CTS-MN,CT-MN,6.68,6.11,0.162812775911,0.200917893678,3,3,0.0891912143651,0.000558457618211,9.32896890344,du_2021_MN_CT,Table 2,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_MATCHED_N_STRAW_INCORPORATION_VS_NO_STRAW,documented_or_reconstructed,"One 2016-established split-plot trial; cluster 2021/2022 years, N strata and yield/SOC/GWP/GHGI outcomes by study_id",,source_coordinates_malformed,0-10 cm soil sample,,SOC concentration,0-10 cm,rain-fed,110 kg N ha-1,numeric table transcription
du_dingxi_2016_2022_2021_HN_SOC,du_dingxi_2016_2022,10.3390/agronomy14092087,Reducing Nitrogen Application Rates and Straw Mulching Can Alleviate Greenhouse Gas Emissions from Wheat Field Soil and Improve Soil Quality,,2024,2021,China,"Anjiapo Village, Dingxi, Gansu",,,temperate semi-arid,,,wheat,spring wheat,previous-crop wheat straw incorporated at first plough,direct_return,SOC,g kg-1,CTS-HN,CT-HN,6.75,6.49,0.37758707605,0.103923048454,3,3,0.0392799741684,0.00112852063701,4.0061633282,du_2021_HN_CT,Table 2,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_MATCHED_N_STRAW_INCORPORATION_VS_NO_STRAW,documented_or_reconstructed,"One 2016-established split-plot trial; cluster 2021/2022 years, N strata and yield/SOC/GWP/GHGI outcomes by study_id",,source_coordinates_malformed,0-10 cm soil sample,,SOC concentration,0-10 cm,rain-fed,220 kg N ha-1,numeric table transcription
du_dingxi_2016_2022_2022_LN_SOC,du_dingxi_2016_2022,10.3390/agronomy14092087,Reducing Nitrogen Application Rates and Straw Mulching Can Alleviate Greenhouse Gas Emissions from Wheat Field Soil and Improve Soil Quality,,2024,2022,China,"Anjiapo Village, Dingxi, Gansu",,,temperate semi-arid,,,wheat,spring wheat,previous-crop wheat straw incorporated at first plough,direct_return,SOC,g kg-1,CTS-LN,CT-LN,5.78,5.53,0.183597385602,0.157616623489,3,3,0.04421586715,0.000607112539011,4.52079566004,du_2022_LN_CT,Table 2,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_MATCHED_N_STRAW_INCORPORATION_VS_NO_STRAW,documented_or_reconstructed,"One 2016-established split-plot trial; cluster 2021/2022 years, N strata and yield/SOC/GWP/GHGI outcomes by study_id",,source_coordinates_malformed,0-10 cm soil sample,,SOC concentration,0-10 cm,rain-fed,55 kg N ha-1,numeric table transcription
du_dingxi_2016_2022_2022_MN_SOC,du_dingxi_2016_2022,10.3390/agronomy14092087,Reducing Nitrogen Application Rates and Straw Mulching Can Alleviate Greenhouse Gas Emissions from Wheat Field Soil and Improve Soil Quality,,2024,2022,China,"Anjiapo Village, Dingxi, Gansu",,,temperate semi-arid,,,wheat,spring wheat,previous-crop wheat straw incorporated at first plough,direct_return,SOC,g kg-1,CTS-MN,CT-MN,6.49,5.83,0.124707658145,0.0848704895709,3,3,0.107245530354,0.000193717340045,11.320754717,du_2022_MN_CT,Table 2,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_MATCHED_N_STRAW_INCORPORATION_VS_NO_STRAW,documented_or_reconstructed,"One 2016-established split-plot trial; cluster 2021/2022 years, N strata and yield/SOC/GWP/GHGI outcomes by study_id",,source_coordinates_malformed,0-10 cm soil sample,,SOC concentration,0-10 cm,rain-fed,110 kg N ha-1,numeric table transcription
du_dingxi_2016_2022_2022_HN_SOC,du_dingxi_2016_2022,10.3390/agronomy14092087,Reducing Nitrogen Application Rates and Straw Mulching Can Alleviate Greenhouse Gas Emissions from Wheat Field Soil and Improve Soil Quality,,2024,2022,China,"Anjiapo Village, Dingxi, Gansu",,,temperate semi-arid,,,wheat,spring wheat,previous-crop wheat straw incorporated at first plough,direct_return,SOC,g kg-1,CTS-HN,CT-HN,6.49,6.23,0.152420471066,0.197453792063,3,3,0.0408861979166,0.000518692342912,4.17335473515,du_2022_HN_CT,Table 2,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_MATCHED_N_STRAW_INCORPORATION_VS_NO_STRAW,documented_or_reconstructed,"One 2016-established split-plot trial; cluster 2021/2022 years, N strata and yield/SOC/GWP/GHGI outcomes by study_id",,source_coordinates_malformed,0-10 cm soil sample,,SOC concentration,0-10 cm,rain-fed,220 kg N ha-1,numeric table transcription
du_dingxi_2016_2022_2021_LN_GWP,du_dingxi_2016_2022,10.3390/agronomy14092087,Reducing Nitrogen Application Rates and Straw Mulching Can Alleviate Greenhouse Gas Emissions from Wheat Field Soil and Improve Soil Quality,,2024,2021,China,"Anjiapo Village, Dingxi, Gansu",,,temperate semi-arid,,,wheat,spring wheat,previous-crop wheat straw incorporated at first plough,direct_return,GWP,kg CO2-eq ha-1,CTS-LN,CT-LN,631.56,565.73,17.4105747177,7.11872881911,3,3,0.110076016568,0.000306103138938,11.6362929313,du_2021_LN_CT,Table 3,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_MATCHED_N_STRAW_INCORPORATION_VS_NO_STRAW,documented_or_reconstructed,"One 2016-established split-plot trial; cluster 2021/2022 years, N strata and yield/SOC/GWP/GHGI outcomes by study_id",Soil CH4+N2O growing-season boundary only; source AR4 factors 25/298 require harmonization and do not include upstream or open-burning emissions,source_coordinates_malformed,growing-season soil CH4+N2O only,AR4 CH4=25 N2O=298,,,rain-fed,55 kg N ha-1,numeric table transcription
du_dingxi_2016_2022_2021_MN_GWP,du_dingxi_2016_2022,10.3390/agronomy14092087,Reducing Nitrogen Application Rates and Straw Mulching Can Alleviate Greenhouse Gas Emissions from Wheat Field Soil and Improve Soil Quality,,2024,2021,China,"Anjiapo Village, Dingxi, Gansu",,,temperate semi-arid,,,wheat,spring wheat,previous-crop wheat straw incorporated at first plough,direct_return,GWP,kg CO2-eq ha-1,CTS-MN,CT-MN,783.51,743.68,3.36710676991,5.88377659331,3,3,0.0521729901731,2.70210924089e-05,5.35579819277,du_2021_MN_CT,Table 3,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_MATCHED_N_STRAW_INCORPORATION_VS_NO_STRAW,documented_or_reconstructed,"One 2016-established split-plot trial; cluster 2021/2022 years, N strata and yield/SOC/GWP/GHGI outcomes by study_id",Soil CH4+N2O growing-season boundary only; source AR4 factors 25/298 require harmonization and do not include upstream or open-burning emissions,source_coordinates_malformed,growing-season soil CH4+N2O only,AR4 CH4=25 N2O=298,,,rain-fed,110 kg N ha-1,numeric table transcription
du_dingxi_2016_2022_2021_HN_GWP,du_dingxi_2016_2022,10.3390/agronomy14092087,Reducing Nitrogen Application Rates and Straw Mulching Can Alleviate Greenhouse Gas Emissions from Wheat Field Soil and Improve Soil Quality,,2024,2021,China,"Anjiapo Village, Dingxi, Gansu",,,temperate semi-arid,,,wheat,spring wheat,previous-crop wheat straw incorporated at first plough,direct_return,GWP,kg CO2-eq ha-1,CTS-HN,CT-HN,1218.53,1046.05,22.2689772329,16.0283981732,3,3,0.152624048567,0.000189591192182,16.488695569,du_2021_HN_CT,Table 3,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_MATCHED_N_STRAW_INCORPORATION_VS_NO_STRAW,documented_or_reconstructed,"One 2016-established split-plot trial; cluster 2021/2022 years, N strata and yield/SOC/GWP/GHGI outcomes by study_id",Soil CH4+N2O growing-season boundary only; source AR4 factors 25/298 require harmonization and do not include upstream or open-burning emissions,source_coordinates_malformed,growing-season soil CH4+N2O only,AR4 CH4=25 N2O=298,,,rain-fed,220 kg N ha-1,numeric table transcription
du_dingxi_2016_2022_2022_LN_GWP,du_dingxi_2016_2022,10.3390/agronomy14092087,Reducing Nitrogen Application Rates and Straw Mulching Can Alleviate Greenhouse Gas Emissions from Wheat Field Soil and Improve Soil Quality,,2024,2022,China,"Anjiapo Village, Dingxi, Gansu",,,temperate semi-arid,,,wheat,spring wheat,previous-crop wheat straw incorporated at first plough,direct_return,GWP,kg CO2-eq ha-1,CTS-LN,CT-LN,602.89,524.27,5.76946124001,5.57027539714,3,3,0.139727940067,6.8155172325e-05,14.9960898011,du_2022_LN_CT,Table 3,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_MATCHED_N_STRAW_INCORPORATION_VS_NO_STRAW,documented_or_reconstructed,"One 2016-established split-plot trial; cluster 2021/2022 years, N strata and yield/SOC/GWP/GHGI outcomes by study_id",Soil CH4+N2O growing-season boundary only; source AR4 factors 25/298 require harmonization and do not include upstream or open-burning emissions,source_coordinates_malformed,growing-season soil CH4+N2O only,AR4 CH4=25 N2O=298,,,rain-fed,55 kg N ha-1,numeric table transcription
du_dingxi_2016_2022_2022_MN_GWP,du_dingxi_2016_2022,10.3390/agronomy14092087,Reducing Nitrogen Application Rates and Straw Mulching Can Alleviate Greenhouse Gas Emissions from Wheat Field Soil and Improve Soil Quality,,2024,2022,China,"Anjiapo Village, Dingxi, Gansu",,,temperate semi-arid,,,wheat,spring wheat,previous-crop wheat straw incorporated at first plough,direct_return,GWP,kg CO2-eq ha-1,CTS-MN,CT-MN,717.12,649.05,5.14592294929,16.975829965,3,3,0.0997334352736,0.0002451901766,10.4876357754,du_2022_MN_CT,Table 3,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_MATCHED_N_STRAW_INCORPORATION_VS_NO_STRAW,documented_or_reconstructed,"One 2016-established split-plot trial; cluster 2021/2022 years, N strata and yield/SOC/GWP/GHGI outcomes by study_id",Soil CH4+N2O growing-season boundary only; source AR4 factors 25/298 require harmonization and do not include upstream or open-burning emissions,source_coordinates_malformed,growing-season soil CH4+N2O only,AR4 CH4=25 N2O=298,,,rain-fed,110 kg N ha-1,numeric table transcription
du_dingxi_2016_2022_2022_HN_GWP,du_dingxi_2016_2022,10.3390/agronomy14092087,Reducing Nitrogen Application Rates and Straw Mulching Can Alleviate Greenhouse Gas Emissions from Wheat Field Soil and Improve Soil Quality,,2024,2022,China,"Anjiapo Village, Dingxi, Gansu",,,temperate semi-arid,,,wheat,spring wheat,previous-crop wheat straw incorporated at first plough,direct_return,GWP,kg CO2-eq ha-1,CTS-HN,CT-HN,1152.41,1044.92,15.472409864,12.2611876668,3,3,0.0979150742707,0.000105983322185,10.2869119167,du_2022_HN_CT,Table 3,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_MATCHED_N_STRAW_INCORPORATION_VS_NO_STRAW,documented_or_reconstructed,"One 2016-established split-plot trial; cluster 2021/2022 years, N strata and yield/SOC/GWP/GHGI outcomes by study_id",Soil CH4+N2O growing-season boundary only; source AR4 factors 25/298 require harmonization and do not include upstream or open-burning emissions,source_coordinates_malformed,growing-season soil CH4+N2O only,AR4 CH4=25 N2O=298,,,rain-fed,220 kg N ha-1,numeric table transcription
du_dingxi_2016_2022_2021_LN_GHGI,du_dingxi_2016_2022,10.3390/agronomy14092087,Reducing Nitrogen Application Rates and Straw Mulching Can Alleviate Greenhouse Gas Emissions from Wheat Field Soil and Improve Soil Quality,,2024,2021,China,"Anjiapo Village, Dingxi, Gansu",,,temperate semi-arid,,,wheat,spring wheat,previous-crop wheat straw incorporated at first plough,direct_return,GHGI,kg CO2-eq kg-1 grain,CTS-LN,CT-LN,0.44,0.41,0.0277128129211,0.00866025403784,3,3,0.070617567214,0.00147103504899,7.31707317073,du_2021_LN_CT,Table 3,"primary table mean +/- SE, n=3; converted to arm SD",A_primary_exact_pair_SE_converted,primary_direct_transcription,,ADMIT_MATCHED_N_STRAW_INCORPORATION_VS_NO_STRAW,documented_or_reconstructed,"One 2016-established split-plot trial; cluster 2021/2022 years, N strata and yield/SOC/GWP/GHGI outcomes by study_id",Soil CH4+N2O growing-season boundary only; source AR4 factors 25/298 require harmonization and do not include upstream or open-burning emissions,source_coordinates_malformed,growing-season soil CH4+N2O GWP per kg grain,AR4 CH4=25 N2O=298,,,rain-fed,55 kg N ha-1,numeric table transcription
